Rank,Name,Symbol,Price,Market Cap,FDV,24h Change (%),7 Days Change (%),1h Change (%),Volume ($)
1757,Dragonchain,DRGN,$0.01741,"$7,551,365",,4.7,-4.801,-0.88,6419891.0
,GFinancePay,GFP,$0.0006402,,,0.1,0.253,0.238,6402044.0
1760,Bitcicoin,BITCI,$0.0007579,"$15,755,363",,3.8,2.459,-0.067,6398459.0
37,WhiteBIT Coin,WBT,$18.96,"$2,731,586,402",6469059650.0,0.4,4.219,-0.28,6395407.0
1763,AXOL,AXOL,$0.006374,"$6,374,089",,6.7,4.949,-1.292,6374089.0
,Ryoshis Vision,RYOSHI,"$3,348.53",,,4.5,10.939,-0.865,6369672.0
1759,Evmos,EVMOS,$0.01251,"$12,419,182",,2.4,1.137,0.567,6367230.0
1762,Everdome,DOME,$0.0002353,"$23,558,516",,3.8,-11.301,-0.34,6367190.0
1784,MASQ,MASQ,$0.185,"$6,938,254",,4.8,2.042,0.339,6360894.0
1764,SpaceCatch,CATCH,$0.2566,"$25,637,275",,3.4,-0.985,-0.174,6355143.0
,Icon.X World,ICNX,$0.0637,,,7.4,33.186,-0.38,6349335.0
,IceCreamSwap,ICE,$0.6348,,,2.7,-6.889,-0.027,6348407.0
,Apu Gurl,APUGURL,$0.00001509,,,5.7,10.749,-0.941,6343849.0
,Winnie the Poodle,WINNIE,$0.006331,,,1.1,,-1.92,6330586.0
,Dorado Finance,$DORAB,$0.06317,,,1.2,-3.288,0.006,6319448.0
1766,SocialGood,SG,$0.2679,"$7,242,760",,0.9,2.741,0.935,6315569.0
,AmonD,AMON,$0.0008297,,,0.1,-16.113,0.095,6307534.0
,One,ONE,$0.0004969,,,10.3,-13.65,-0.506,6305187.0
1765,Areon Network,AREA,$0.05277,"$13,193,568",,14.1,-10.427,-5.614,6304499.0
1769,nuco.cloud,NCDT,$0.1881,"$9,403,966",,4.7,-0.873,-0.215,6303207.0
1767,Ref Finance,REF,$0.1761,"$17,587,107",,1.2,-1.211,0.391,6300273.0
,Wrapped zkCRO,WZKCRO,$0.07756,,,1.0,2.717,-1.165,6295941.0
,Bitcoin Cats,1CAT,$0.001252,,,4.1,-19.977,-1.743,6251880.0
1773,RIBBIT,RBT,$0.00001531,"$6,250,197",,11.1,-39.539,0.006,6250197.0
1775,Trabzonspor Fan Token,TRA,$0.878,"$8,778,440",,2.2,-5.087,0.157,6248152.0
1771,Nash,NEX,$0.1473,"$7,344,276",,1.3,0.689,-0.064,6247338.0
1774,OneFinity,ONE,$0.254,"$6,669,494",,2.9,-10.904,-0.261,6238651.0
,LoopNetwork,LOOP,$0.03114,,,5.3,-13.665,-3.056,6228698.0
196,Binance-Peg BUSD,BUSD,$1.00,"$368,238,576",368238576.0,0.2,0.1,0.042,6223712.0
,THE•ORDZAAR•RUNES (Runes),ZAAR,$0.006165,,,0.5,,1.381,6215087.0
1772,Ton Cat,TCAT,$0.009827,"$6,210,163",,2.1,-16.546,2.278,6210163.0
1777,Market Making Pro,MMPRO,$0.06738,"$6,737,900",,0.3,-2.83,-0.617,6204309.0
,FNCY,FNCY,$0.006199,,,0.5,1.977,-0.046,6198740.0
,Swag,$SWAG,$0.06203,,,8.7,53.365,2.505,6196588.0
,CruxDecussata,X,$0.06198,,,3.6,16.245,-1.084,6193698.0
1776,Unibright,UBT,$0.04128,"$6,193,041",,12.5,-1.409,-0.506,6193041.0
,Digital Financial Exchange,DIFX,$0.1032,,,0.8,4.373,-1.275,6190496.0
,Joltify,JOLT,$0.01775,,,2.3,-14.294,0.585,6181217.0
,Genesys,GSYS,$0.1872,,,19.8,67.044,-7.702,6177990.0
1778,Lumerin,LMR,$0.009876,"$9,876,353",,6.3,-19.77,-0.908,6168202.0
,Shitcoin,SHIT,$0.006279,,,2.4,58.268,3.896,6166547.0
,Gracy,GRACY,$0.03238,,,1.3,-0.679,0.776,6151430.0
1780,Origin Dollar,OUSD,$0.9994,"$6,139,131",,0.1,0.099,0.192,6139131.0
,GoSleep ZZZ,ZZZ,$0.01028,,,0.5,-40.734,0.995,6135935.0
,BlockDrop,BDROP,$0.06132,,,5.9,-7.432,-1.556,6132147.0
,Beşiktaş,BJK,$0.6447,,,0.9,-6.275,-0.657,6129509.0
1782,Hemule,HEMULE,$0.006253,"$6,128,182",,4.5,-15.82,-0.772,6128182.0
,Carbon Emission  Blockchain,CEB,$0.6112,,,1.5,-5.6,-0.291,6118081.0
,Wukong Musk,WUKONG,$0.0003055,,,6780.9,7050.776,-1.325,6109485.0
1779,EverValue Coin,EVA,$0.4249,"$8,708,675",,1.2,4.333,-1.222,6106636.0
,Daram,DARAM,$0.00002927,,,32.3,-66.185,6.307,6101648.0
1786,Phantasma,SOUL,$0.04934,"$6,100,986",,1.0,-5.931,0.419,6100986.0
1785,Invest Zone,IVFUN,$0.006144,"$6,094,818",,0.7,-8.997,1.237,6094818.0
,HUSBY,HUSBY,$0.06867,,,15.8,-10.073,-1.246,6082287.0
,BOTXCOIN,BOTX,$0.001214,,,6.0,26.628,0.025,6075687.0
1788,Humanode,HMND,$0.08344,"$33,344,375",,0.0,-6.248,-0.457,6074646.0
,NuLink,NLK,$0.006089,,,3.8,-45.598,1.192,6073411.0
1789,Velar,VELAR,$0.05962,"$59,597,356",,7.4,18.828,-2.918,6051494.0
1790,MarsDAO,MDAO,$0.07716,"$7,405,134",,0.6,-8.057,-0.266,6048022.0
,Sevilla Fan Token,SEVILLA,$0.6037,,,0.1,-1.33,-3.26,6036933.0
1791,BOSagora,BOA,$0.01312,"$14,306,801",,1.4,-3.945,0.182,6029634.0
1792,ROACORE,ROA,$0.01485,"$14,015,293",,1.0,-2.567,0.104,6017234.0
1793,Arsenal Fan Token,AFC,$0.9667,"$38,641,608",,0.3,-4.233,-0.032,6016032.0
1795,Orange,ORNJ,$0.07557,"$7,557,065",,9.7,-1.106,0.303,6015424.0
,Wrapped HBAR (SaucerSwap),WHBAR,$0.0485,,,2.0,-5.878,-1.558,6007484.0
1794,BountyMarketCap,BMC,$0.05975,"$5,989,202",,1.8,4.831,-1.215,5989202.0
,Patriot Pay,PPY,$0.0001495,,,0.7,-3.009,0.824,5978909.0
1797,Somnium Space CUBEs,CUBE,$0.4027,"$16,132,294",,5.6,11.008,-0.259,5978141.0
,Lander,TCL,$0.005972,,,0.0,-8.022,-0.295,5971803.0
,MAI (Arbitrum),MIMATIC,$0.4914,,,0.6,3.682,-0.169,5970325.0
,Wrapped Minima,WMINIMA,$0.04779,,,7.4,5.044,0.973,5966971.0
,Bit Store,STORE,$0.005934,,,4.0,-3.867,-1.06,5965786.0
1798,Nolus,NLS,$0.01515,"$13,308,416",,1.3,14.633,-0.194,5960137.0
,Black Panther,BLACK,$0.007447,,,1.4,-0.486,-0.206,5957741.0
1800,Symbiosis,SIS,$0.09122,"$9,095,937",,0.0,-13.037,1.634,5957047.0
1799,Hex Orange Address,HOA,$0.03969,"$5,951,944",,21.5,65.957,0.687,5951944.0
,Stake DAO CRV,SDCRV,$0.259,,,4.4,3.7,0.797,5949990.0
1796,Epic Cash,EPIC,$0.3309,"$5,950,149",,13.4,-2.644,0.499,5948685.0
,Dinero Staked ETH,PXETH,"$2,680.83","$81,201,126",,2.1,4.353,-0.846,5935459.0
1801,Orbofi AI,OBI,$0.007098,"$14,144,730",,6.9,1.799,-1.417,5934936.0
160,Super OETH,SUPEROETHB,"$2,685.74","$510,704,386",510704386.0,2.2,4.967,-0.993,5923541.0
1803,SubQuery Network,SQT,$0.003628,"$36,468,911",,3.8,-2.415,-0.248,5921242.0
1804,LibertAI,LTAI,$0.5744,"$8,965,833",,2.8,-6.747,-2.736,5917299.0
1805,Shina Inu,SHI,"$132,684","$6,113,473",,1.8,-9.725,-0.093,5914341.0
,Landwolf on AVAX,WOLF,"$121,361",,,6.7,-6.288,-1.712,5909312.0
1808,Script Network,SCPT,$0.01086,"$10,834,285",,5.5,-18.079,-1.12,5898906.0
,WolfWorksDAO,WWD,$0.003075,,,,,,5897033.0
1802,Koi,KOI,$0.01176,"$11,784,266",,1.6,6.607,-1.526,5892133.0
1807,Chain Games,CHAIN,$0.01548,"$7,642,458",,6.6,-10.692,10.847,5882718.0
,Virtual Tourist,VT,$0.007345,,,0.3,-8.448,-0.658,5876327.0
1814,Oxygen,OXY,$0.02902,"$290,201,477",,8.6,-5.557,-0.211,5872560.0
1811,Increment Staked FLOW,STFLOW,$0.6439,"$5,872,172",,1.9,-0.553,0.645,5872172.0
1812,ZKBase,ZKB,$0.02627,"$15,708,836",,3.6,-5.978,-0.559,5869715.0
1810,Levana,LVN,$0.01308,"$13,079,253",,1.1,-21.851,-1.094,5868678.0
,xSAUCE,XSAUCE,$0.04182,,,2.4,-8.387,-0.804,5868634.0
1816,Neuron,NRN,$0.05412,"$54,118,297",,8.4,32.056,-2.696,5844835.0
,Cryptorg,CTG,$0.05836,,,1.5,-6.743,0.208,5836034.0
1806,Uranus,URS,$0.00581,"$5,833,474",,4.7,161.571,-3.202,5833474.0
1817,Rangers Protocol Gas,RPG,$0.6286,"$13,150,047",,0.9,-29.635,0.41,5827437.0
1815,Turbos Finance,TURBOS,$0.003133,"$11,572,012",,15.9,10.975,-1.766,5827309.0
1818,IMPT,IMPT,$0.00474,"$8,624,324",,1.6,8.975,-1.633,5824313.0
,FingerprintsDAO,PRINTS,$0.5824,,,,,,5824009.0
1813,TORSY,TORSY,$0.009076,"$5,821,099",,6.7,-8.648,-3.278,5821099.0
1820,Cheeseball,CB,$0.005854,"$5,816,073",,9.7,-9.977,4.951,5816073.0
1821,Wefi,WEFI,$0.1387,"$13,867,233",,4.1,46.877,-2.087,5808059.0
1819,monkeyhaircut,MONK,$0.005807,"$5,805,060",,1.6,-6.215,-1.516,5805060.0
,dAppstore,DAPPX,$0.003869,,,8.7,6.901,0.007,5799505.0
1823,Karura,KAR,$0.05146,"$5,789,272",,1.1,0.21,-1.332,5789272.0
,UNCOMMON•GOODS,UNCOMMONGOODS,$0.1829,,,6.7,-15.518,-0.748,5786904.0
,Buy the DIP,DIP,$0.0005783,,,0.1,0.14,-0.743,5782766.0
,Enjoy,ENJOY,$0.00005163,,,11.6,-2.368,-1.52,5768486.0
1826,Elon,$ELON,"$729,111","$5,760,199",,7.8,-12.823,-0.11,5760199.0
1825,DeFi,DEFI,$0.0194,"$19,390,470",,3.7,-16.442,0.026,5760069.0
,JPG,JPG,$0.00575,,,2.0,-1.913,-0.238,5750072.0
373,Goldfinch,GFI,$1.57,"$135,180,163",179489341.0,4.7,-9.684,-0.122,5748354.0
,FireBot,FBX,$0.2725,,,1.0,3.847,-0.633,5740392.0
,Patex,PATEX,$0.718,,,5.7,-9.798,-1.556,5737638.0
,Patex,PATEX,$0.718,,,5.7,-9.798,-1.556,5737638.0
,AutoMiningToken,AMT,$0.1071,,,0.3,6.716,0.136,5731594.0
1827,HbarSuite,HSUITE,$0.0004729,"$23,611,320",,2.6,-8.286,-0.981,5722989.0
1824,POOKA•CANNOT•BE•STOPPED,POOKA,$0.001818,"$5,711,629",,7.8,-16.905,-5.131,5711629.0
1828,Crash On Base,CRASH,$0.005967,"$5,707,838",,11.9,-9.319,1.642,5707838.0
1830,MAGA: Fight for Trump,TRUMPCOIN,$0.005665,"$5,706,142",,10.8,-2.218,7.924,5706142.0
1829,Floppa Cat,FLOPPA,$0.005702,"$5,701,851",,24.5,46.949,0.158,5701851.0
1833,MetaTrace,TRC,$0.016,"$79,958,477",,0.1,3.013,0.137,5688172.0
1831,Chihuahua Chain,HUAHUA,$0.00005232,"$6,062,381",,2.3,-15.42,2.513,5678331.0
1832,Wat,WAT,$0.00001352,"$5,677,181",,9.8,0.748,0.147,5677181.0
,DRINK,DRINK,$0.007869,,,1.4,-11.319,0.148,5675329.0
1837,ZeroLend,ZERO,$0.0002269,"$22,693,284",,2.9,-6.086,-0.343,5673321.0
1822,Santiment Network,SAN,$0.08855,"$7,379,679",,,,,5671601.0
1834,Zack Morris,ZACK,$0.006535,"$5,651,554",,11.2,-46.835,-0.889,5651554.0
,Technology Metal Network Global,TMNG,$0.0113,,,13.5,-25.098,0.196,5649376.0
,SeaPad,SPT,$0.05726,,,0.6,-8.595,0.466,5646167.0
1836,Cryptify AI,CRAI,$0.008051,"$8,050,614",,6.3,-5.778,-1.123,5635429.0
1835,dHEDGE DAO,DHT,$0.103,"$10,257,293",,16.2,13.298,-0.822,5634283.0
182,L2 Standard Bridged WETH (Blast),WETH,"$2,684.42","$397,534,418",397534418.0,2.1,4.651,-0.969,5633994.0
1839,MACHI,MACHI,$0.1353,"$5,622,783",,0.2,-0.965,-2.656,5622783.0
,Meme Kombat,MK,$0.04682,,,1.5,64.383,5.152,5618933.0
1842,Swash,SWASH,$0.005641,"$5,626,892",,0.6,1.613,0.833,5599886.0
,MXS Games,XSEED,$0.0001119,,,19.0,,-5.869,5595152.0
,SpiralDAO Coil,COIL,$0.5111,,,,,,5591033.0
1841,Veno Finance,VNO,$0.01994,"$38,533,913",,1.4,-10.448,-1.022,5589463.0
1843,SENATE,SENATE,$0.04688,"$8,989,526",,5.6,1.983,-0.186,5588779.0
,ETH Fan Token Ecosystem,EFT,"$2,240.25",,,1.0,0.841,-0.243,5582985.0
,WINkLink BSC,WIN,$0.00008907,,,0.9,2.56,-0.579,5579719.0
1844,Beethoven X,BEETS,$0.02867,"$6,771,869",,2.9,0.838,-1.089,5565750.0
,HedgeTrade,HEDG,$0.005557,,,0.6,-0.863,-0.034,5561893.0
1847,azit,AZIT,$0.02269,"$11,345,326",,0.9,-3.329,0.44,5559972.0
1845,Kyber Network Crystal Legacy,KNCL,$0.4467,"$5,740,833",,0.5,2.153,-0.516,5548491.0
,Share,SHR,$0.001268,,,1.3,0.221,-0.178,5545379.0
,CORE (Ordinals),CORE,$0.02718,,,0.8,16.517,-0.561,5544006.0
,Halo Coin,HALO,$0.0007102,,,1.4,0.717,0.024,5541541.0
1850,Pundu,PUNDU,$0.005571,"$5,541,270",,3.0,-1.17,-1.367,5541270.0
1851,Adappter,ADP,$0.001794,"$17,939,782",,0.2,-5.296,0.22,5526060.0
,RAGE,RAGE,$0.05524,,,2.5,-1.957,-0.328,5524065.0
1849,Onooks,OOKS,$0.4908,"$5,889,662",,0.5,8.226,-0.162,5507627.0
1853,Vixco,VIX,$0.005577,"$11,154,810",,0.3,-6.469,-0.841,5497595.0
,Storm Warfare,JAN,$0.005494,,,0.2,16.276,2.81,5495433.0
1852,Draggy CTO,DRAGGY,"$227,175","$5,493,192",,7.4,-19.902,-3.94,5493192.0
1854,GOB•IS•GOB•IS•GOB,◨,$0.003528,"$5,481,946",,0.0,6.015,-0.532,5481946.0
1970,Trophy,WINS,$0.03562,"$35,615,339",,,,,5464434.0
,Cosmic Network,COSMIC,$0.05456,,,5.4,4.166,-3.19,5456065.0
,Stargate Bridged ASTR (Astar zkEVM),ASTR,$0.05869,,,35.3,-29.796,-0.563,5455074.0
,Thetan World,THG,$0.01297,,,0.4,-2.243,0.017,5448922.0
1855,Sommelier,SOMM,$0.01801,"$8,996,565",,1.8,7.405,-0.162,5443917.0
1856,UBXS,UBXS,$0.1008,"$9,856,964",,3.1,9.626,0.448,5435035.0
,Wiki Cat,WKC,"$12,014.17",,,0.3,7.605,0.376,5434918.0
,WADDLE•WADDLE•PENGU,🐧,$0.00543,,,1.4,-25.39,1.706,5430479.0
,P2P solutions foundation,P2PS,$173.76,"$1,738,413,065,829",,1.7,4.851,-1.22,5429744.0
,CoinPays,CPY,$0.05428,,,12.9,-23.104,-5.583,5427280.0
,Kalichain,KALIS,$0.02741,,,7.3,-8.327,5.207,5420372.0
1858,Enjinstarter,EJS,$0.001308,"$6,448,299",,6.1,-7.407,3.077,5405818.0
,Ethlas,ELS,$0.01543,,,1.2,-6.092,-1.099,5405794.0
,Ethlas,ELS,$0.01544,,,1.3,-7.312,-1.046,5405794.0
1857,Arcas,ARCAS,$0.05422,"$5,402,290",,1.7,-1.057,0.268,5402290.0
1859,SunContract,SNC,$0.04392,"$5,393,794",,0.4,6.83,0.043,5393794.0
1861,Sensay,SNSY,$0.00149,"$14,903,533",,0.6,-2.542,-0.309,5389489.0
,NexDAX,NT,$0.004399,,,4.8,-24.009,0.11,5389334.0
1862,DappRadar,RADAR,$0.00431,"$42,934,864",,0.5,1.11,0.225,5388245.0
,Autolayer,LAY3R,$0.1796,,,3.4,-23.437,-0.087,5386817.0
1864,Dejitaru Tsuka,TSUKA,$0.005387,"$5,378,041",,2.5,-7.466,0.314,5378041.0
1863,Premia,PREMIA,$0.1201,"$12,034,536",,5.2,-1.24,-1.245,5370806.0
1866,GAME by Virtuals,GAME,$0.005367,"$5,367,199",,52.8,,-4.573,5367199.0
1956,Neptune Mutual,NPM,$0.05579,"$5,778,445",,,,,5364499.0
1860,Plebbit,PLEB,$525.15,"$5,359,538",,,,,5359538.0
1867,Smart Valor,VALOR,$0.1038,"$7,760,957",,2.2,-6.206,-0.729,5349948.0
1877,Huralya,LYA,$0.2214,"$22,270,468",,0.2,6.683,-0.89,5344912.0
1868,Bifrost Voucher MANTA,VMANTA,$0.8258,"$5,334,240",,3.8,-3.328,-0.829,5334240.0
1865,BABB,BAX,$0.00006702,"$5,347,750",,1.0,12.231,-0.018,5332375.0
1870,Xend Finance,RWA,$0.04286,"$8,569,289",,1.9,-2.87,-0.514,5327196.0
1869,TON Community,TON,$0.01986,"$7,943,448",,17.7,17.397,-0.877,5324520.0
1872,BIDZ Coin,BIDZ,$0.001807,"$24,940,595",,0.8,-5.924,-0.299,5312257.0
1875,AndyBlast,ANDY,$0.0542,"$5,307,887",,2.8,-32.337,-1.547,5307887.0
,Honey Badger,HOBA,$0.5309,,,12.2,31.385,-3.525,5304275.0
1874,Divergence Protocol,DIVER,$0.00807,"$8,032,427",,4.5,-1.526,-0.241,5301402.0
1882,Cosplay Token,COT,$0.005651,"$5,653,214",,1.5,-3.266,0.863,5301298.0
1876,Kimbo,KIMBO,$0.00007553,"$5,294,019",,5.2,-17.974,-3.363,5294019.0
4349,EmerCoin,EMC,$0.005288,,,0.1,-41.058,,5287806.0
1878,Bunni,LIT,$0.01915,"$12,365,125",,3.1,-11.748,-0.209,5287246.0
1873,LFGO,LFGO,$0.005283,"$5,283,349",,4.8,-13.169,-0.288,5283349.0
1881,XNET Mobile,XNET,$0.07934,"$190,773,731",,3.9,-23.249,-2.011,5273686.0
,Unification,FUND,$0.04324,,,10.1,-15.006,-0.821,5269294.0
1883,Cogito Finance,CGV,$0.03107,"$31,018,351",,4.7,-7.641,-1.081,5267267.0
1879,Suiswap,SSWP,$0.0005255,"$5,248,282",,3.9,7.497,-0.808,5248282.0
1885,Domi,DOMI,$0.01258,"$12,674,627",,1.7,13.572,-1.654,5246625.0
,FrysCrypto,FRY,$0.0006548,,,8.8,33.937,-0.672,5238631.0
1888,Boomer,BOOMER,$0.005649,"$5,236,371",,4.4,-0.367,-0.887,5236371.0
1887,HUSD,HUSD,$0.02782,"$5,224,503",,1.5,4.284,-0.275,5224503.0
,Ordify,ORFY,$0.05216,,,6.8,-18.155,-0.931,5221603.0
1894,Altair,AIR,$0.01325,"$6,276,178",,15.6,8.055,-2.614,5221596.0
1886,LocalCoinSwap,LCS,$0.1364,"$9,919,591",,,,,5216998.0
1889,PureFi,UFI,$0.05724,"$5,700,783",,6.0,-4.246,0.267,5216660.0
1892,RAI Finance,SOFI,$0.01031,"$10,276,727",,2.3,-2.004,0.072,5212163.0
,Mini,MINI,$0.05208,,,13.0,4.127,-5.729,5207717.0
,Love.io,LOVE,$0.00001054,,,7.9,0.989,0.603,5207609.0
1895,DeBox,BOX,$0.05373,"$53,819,696",,13.9,-5.414,0.233,5206308.0
,Bonfire,BONFIRE,"$1,571.98",,,2.5,2.808,-0.223,5204969.0
1898,Open Custody Protocol,OPEN,$0.007404,"$9,556,807",,2.1,1.565,-0.332,5195269.0
1893,Dust Protocol,DUST,$0.1559,"$5,190,417",,6.2,4.037,-0.912,5190417.0
1896,Thought,THT,$0.01077,"$15,977,333",,0.0,-1.164,-0.159,5189608.0
,LBRY Credits,LBC,$0.004788,,,9.4,-15.955,0.106,5185917.0
,MAGA,TRUMP,"$12,359.23",,,8.7,-16.974,-1.069,5184533.0
1897,EnKrypto,KRYPT,$0.005409,"$5,408,705",,37.9,-65.742,-1.573,5174679.0
1899,MILKBAG,MILKBAG,$0.005545,"$5,172,731",,0.4,-18.075,-1.369,5172731.0
,Fuel,FUELX,$0.001034,,,2.5,-4.531,-2.333,5165033.0
1900,GET Protocol,GET,$0.7249,"$16,619,770",,1.2,2.796,-1.199,5163664.0
1891,Holdstation,HOLD,$0.7867,"$23,544,964",,0.3,-4.367,-0.682,5154287.0
,Blood Crystal,BC,$0.006037,,,16.8,7.33,-0.223,5153684.0
1901,Etherisc DIP,DIP,$0.01341,"$13,435,314",,0.6,3.269,-1.202,5151711.0
77,Solv Protocol SolvBTC,SOLVBTC,"$71,628.48","$1,103,063,915",1103097784.0,0.1,8.21,-0.49,5148461.0
1902,Fade Wallet Token,FWT,$0.01197,"$11,966,553",,11.3,-10.292,-1.343,5132236.0
,StarLaunch,STARS,$0.05098,,,3.0,-2.406,-0.505,5102240.0
1904,Booshi,BOOSHI,$0.0005074,"$5,091,636",,2.3,,-1.096,5091636.0
1905,Defactor,FACTR,$0.04365,"$13,100,036",,1.4,-5.581,0.117,5090808.0
,Electric Vehicle Direct Currency,EVDC,$0.00002546,,,2.9,-0.048,-0.051,5090188.0
680,Ethernity Chain,ERN,$2.17,"$50,994,313",65191836.0,2.6,0.385,-2.7,5088989.0
1908,Presearch,PRE,$0.008579,"$6,894,948",,1.4,-0.154,-0.679,5085024.0
,A Gently Used 2001 Honda,USEDCAR,$0.01525,,,6.9,-23.905,-3.518,5077065.0
1909,brainrot,ROT,$0.005078,"$5,075,178",,0.2,-5.928,2.862,5075178.0
,Waves Enterprise,WEST,$0.01269,,,9.7,-39.718,4.53,5073347.0
,Internet Token,INT,$0.005077,,,4.9,10.784,-1.131,5066826.0
,300FIT,FIT,$0.000507,,,0.4,-2.218,-0.278,5065779.0
,Architex,ARCX,$0.5064,,,5.9,-3.567,-1.145,5063949.0
1906,BOB,BOB,$0.2406,"$5,051,956",,11.5,-21.632,0.501,5051956.0
1907,Ooki,OOKI,$0.0005683,"$5,722,376",,2.3,-26.235,0.884,5038157.0
,HNB Protocol,HNB,$0.00336,,,1.4,-13.089,0.702,5035789.0
1910,FU Money,FU,$0.02133,"$13,246,952",,1.5,-14.457,-1.272,5033842.0
,HOOT Solana,HOOT,$0.005085,,,12.3,,-4.203,5029826.0
,Evernode,EVR,$0.06958,,,3.0,-2.465,0.015,5027358.0
1912,GammaSwap,GS,$0.02936,"$46,797,139",,15.1,6.589,-1.217,5027118.0
,Sardis Network,SRDS,$0.016,,,13.4,55.392,0.018,5026635.0
,Pog Digital,POGS,$0.00251,,,5.0,0.465,0.721,5019138.0
1915,Sirius Chain,XPX,$0.0007772,"$6,965,820",,0.2,5.754,0.277,5016650.0
1917,Paribus,PBX,$0.0006856,"$6,363,959",,5.0,-0.985,0.246,5014256.0
,Pem,PEM,$0.05008,,,27.0,-20.628,-0.239,5008327.0
,Fanton Token,FTON,$0.01001,,,2.0,6.63,0.13,5002655.0
1914,GG MetaGame,GGMT,$0.008129,"$81,286,111",,1.1,-13.923,-0.482,5001209.0
1916,Fofar,FOFAR,$0.00001186,"$4,990,578",,0.6,19.039,-1.092,4990578.0
,"Vector Space Biosciences, Inc.",SBIO,$0.04972,,,,,,4971529.0
1919,Decimated,DIO,$0.0113,"$11,364,173",,2.2,0.923,-1.121,4970132.0
,Wand,WAND,$0.04963,,,20.6,172.678,-0.639,4962635.0
1918,Baby DragonX,BDX,$0.00004466,"$4,950,694",,2.6,78.109,2.236,4950694.0
1921,Magic Square,SQR,$0.04644,"$46,255,726",,1.2,-4.63,0.061,4940421.0
1928,Baby Neiro,BABYNEIRO,"$4,188,338","$4,936,524",,2.4,-30.116,-0.635,4936524.0
,Infinimos,INFI,$0.04935,,,0.3,-0.253,1.879,4935103.0
1924,NOTAI,NOTAI,$0.0000518,"$5,187,765",,14.8,-14.8,-0.387,4928376.0
,FileStar,STAR,$0.002462,,,1.3,0.583,0.226,4917910.0
,Playdoge,$PLAY,$0.000523,,,0.0,-0.723,-1.648,4916800.0
1923,Oxen,OXEN,$0.07008,"$4,914,105",,7.3,3.696,-0.866,4914105.0
1925,Gala Music,MUSIC,$0.03552,"$4,914,093",,1.2,-12.183,0.18,4914093.0
1920,Balls of Fate,BOF,$0.004914,"$4,913,704",,2.2,-49.948,-1.633,4913704.0
,Twelve Zodiac,TWELVE,$0.234,,,3.5,-4.151,0.176,4905144.0
1926,cat girl,CATGF,$0.00492,"$4,897,329",,23.7,-71.199,-8.798,4897329.0
,Yummy,YUMMY,"$1,829.80",,,2.7,6.494,-0.248,4896509.0
,TMPL,TMPL,$0.0004922,,,3.9,-3.128,-1.423,4893599.0
1929,Carbon Protocol,SWTH,$0.002829,"$6,111,704",,0.7,-3.315,-0.797,4868610.0
1931,SunWukong,SUNWUKONG,$0.004866,"$4,867,376",,9.0,-15.096,2.889,4867376.0
1922,Nest Protocol,NEST,$0.0008207,"$8,206,658",,2.3,-11.429,-0.902,4866268.0
,SolarX,SXCH,$0.01216,,,2.9,-11.403,-0.112,4862418.0
,Orbit Chain,ORC,$0.004852,,,6.8,6.081,-0.052,4859566.0
,Hyper,HYPER,$0.04858,,,0.9,-24.968,-0.732,4858158.0
1939,WOM Protocol,WOM,$0.02048,"$20,480,636",,0.6,-7.906,-0.79,4853911.0
1934,Smart Layer Network,SLN,$0.3072,"$30,582,381",,3.1,9.887,-0.016,4853760.0
1937,Port3 Network,PORT3,$0.03324,"$33,083,468",,1.2,16.313,1.716,4840876.0
1933,Pibble,PIB,$0.000221,"$6,564,050",,1.6,-7.377,-1.692,4840839.0
1936,Validity,VAL,$0.9287,"$8,352,540",,2.6,-4.272,-0.236,4836754.0
,Lightning Bitcoin,LBTC,$0.2303,,,0.4,10.241,-0.065,4835626.0
,Pulse Drip,PDRIP,$0.9666,,,1.6,0.271,-0.908,4834937.0
1938,Nucleon xCFX,XCFX,$0.183,"$4,829,440",,3.0,-0.8,-1.104,4829440.0
1941,Catboy,CATBOY,$0.02552,"$5,099,186",,2.7,-2.721,0.013,4827833.0
1944,Rowan Coin,RWN,$0.02478,"$13,472,272",,6.6,-20.335,-0.361,4820354.0
1940,Asia Coin,ASIA,$0.0964,"$9,639,732",,15.6,-1.486,-15.429,4819866.0
1942,FALX,FALX,$0.0004819,"$4,818,681",,6.6,-4.705,0.006,4818681.0
1932,eUSD,EUSD,$0.9884,"$4,818,370",,,,,4818370.0
,MoveGPT,MGPT,$0.005473,,,5.2,-11.939,-1.113,4815914.0
2102,PLEX,PLEX,$0.0116,,,,,,4810775.0
1943,Crypton,CRP,$0.4508,"$4,801,806",,0.1,-9.4,-0.048,4801806.0
1945,BOGUS,BOGUS,$0.005799,"$4,799,616",,21.4,-0.246,-0.858,4799616.0
1946,Krav,KRAV,$0.004808,"$47,907,618",,5.9,-0.497,-0.762,4790762.0
,IBC Bridged USDC,USDC,$0.9969,,,0.8,-0.024,-0.344,4787414.0
,The Big Red,$TD,"$121,474",,,3.8,-1.31,-0.167,4782956.0
,Guardian GUARD,GUARD,$0.09564,,,4.2,112.853,-0.303,4779840.0
,ReserveBlock,RBX,$0.01281,,,16.4,-73.818,-15.313,4770136.0
,ChessCoin 0.32%,CHESS,$0.05099,,,1.0,2.226,-0.764,4764801.0
,Dexbet,DXB,$0.03173,,,7.9,-8.098,,4759590.0
1948,Hydranet,HDN,$0.02963,"$8,886,755",,0.9,-2.814,-0.579,4758589.0
